MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,SHARP for MedInc,SHARP for HouseAge,SHARP for AveRooms,SHARP for AveBedrms,SHARP for Population,SHARP for AveOccup,SHARP for Latitude,SHARP for Longitude
8.3252,41.0,6.984126984126984,1.0238095238095237,322.0,2.5555555555555554,37.88,-122.23,1.4188661575317383,0.12163657695055008,0.15125548839569092,0.017282050102949142,0.004866288974881172,0.03150953724980354,0.014595769345760345,0.26175349950790405
8.3014,21.0,6.238137082601054,0.9718804920913884,2401.0,2.109841827768014,37.86,-122.22,1.2436774969100952,-0.03499376028776169,0.0006887353956699371,-0.012554558925330639,0.00957569107413292,0.22025316953659058,0.012781273573637009,0.23781348764896393
7.2574,52.0,8.288135593220339,1.073446327683616,496.0,2.8022598870056497,37.85,-122.24,1.0601270198822021,0.19912928342819214,0.19603733718395233,0.02328481525182724,0.0073745534755289555,-0.04376421123743057,0.013501890003681183,0.25819116830825806
5.6431,52.0,5.8173515981735155,1.0730593607305936,558.0,2.547945205479452,37.85,-122.25,0.5542798638343811,0.1553480476140976,-0.020771494135260582,0.011727876029908657,-0.0001649680343689397,0.09486454725265503,0.021549509838223457,0.2771449089050293
3.8462,52.0,6.281853281853282,1.0810810810810811,565.0,2.1814671814671813,37.85,-122.25,0.04294750466942787,0.2065681368112564,-0.0019830665551126003,0.004988932516425848,0.002043311018496752,0.2740863859653473,0.04593814164400101,0.26710861921310425
4.0368,52.0,4.761658031088083,1.1036269430051813,413.0,2.139896373056995,37.85,-122.25,0.11672510206699371,0.19470016658306122,-0.039920907467603683,0.005643244832754135,-0.02916039526462555,0.4086948335170746,0.07032155245542526,0.2919432818889618
3.6591,52.0,4.9319066147859925,0.9513618677042801,1094.0,2.1284046692607004,37.84,-122.25,0.04201451316475868,0.18922780454158783,-0.0377272330224514,-0.009040509350597858,0.001159369945526123,0.39545056223869324,0.06634455174207687,0.32031217217445374
3.12,52.0,4.797527047913447,1.061823802163833,1157.0,1.7882534775888717,37.84,-122.25,-0.12619028985500336,0.19830523431301117,-0.03101515583693981,0.004478119779378176,0.0014342737849801779,0.5506784915924072,0.08186598867177963,0.294648677110672
2.0804,42.0,4.294117647058823,1.1176470588235294,1206.0,2.026890756302521,37.84,-122.26,-0.6430535912513733,0.06823334097862244,-0.05896494910120964,0.005229479633271694,-0.005343456286936998,0.34322094917297363,0.05831540748476982,0.32680848240852356
3.6912,52.0,4.970588235294118,0.9901960784313726,1551.0,2.172268907563025,37.84,-122.25,0.05799466371536255,0.1910228580236435,-0.03770419582724571,-7.49672472011298e-05,0.0009346053120680153,0.3747095465660095,0.0672425627708435,0.3136161267757416
3.2031,52.0,5.477611940298507,1.0796019900497513,910.0,2.263681592039801,37.85,-122.26,-0.0526212677359581,0.22550080716609955,-0.04213568940758705,0.004769894760102034,0.0008333405130542815,0.307765394449234,0.07029823958873749,0.3166133761405945
3.2705,52.0,4.772479564032698,1.0245231607629428,1504.0,2.0490463215258856,37.85,-122.26,-0.044078707695007324,0.19259236752986908,-0.040314216166734695,0.00043945148354396224,0.0009958173613995314,0.40901124477386475,0.06668850779533386,0.3162115216255188
3.075,52.0,5.322649572649572,1.0128205128205128,1098.0,2.3461538461538463,37.85,-122.26,-0.2097204625606537,0.22436365485191345,-0.05617233365774155,0.0006655137985944748,0.0007755458354949951,0.18268853425979614,0.08309532701969147,0.31145021319389343
2.6736,52.0,4.0,1.0977011494252873,345.0,1.9827586206896552,37.84,-122.26,-0.3032247722148895,0.15528541803359985,0.033326148986816406,0.00474908109754324,-0.002031795447692275,0.3974264860153198,0.08019236475229263,0.31712961196899414
1.9167,52.0,4.262903225806451,1.0096774193548388,1212.0,1.9548387096774194,37.85,-122.26,-0.7190317511558533,0.09216189384460449,-0.05379331484436989,-0.0009529412491247058,-0.005603230558335781,0.346859872341156,0.05923742055892944,0.32048073410987854
2.125,50.0,4.242424242424242,1.071969696969697,697.0,2.640151515151515,37.85,-122.26,-0.5498471260070801,0.06992459297180176,-0.09746194630861282,0.004750576801598072,-0.0019207157893106341,-0.05901313200592995,0.04971460625529289,0.29232481122016907
2.775,52.0,5.9395770392749245,1.0483383685800605,793.0,2.395770392749245,37.85,-122.27,-0.40255206823349,0.18804308772087097,-0.08790500462055206,0.0023375810123980045,0.0005642615142278373,0.11065247654914856,0.06844782829284668,0.3151356875896454
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,-0.6046979427337646,0.09821441769599915,-0.03581356629729271,-0.0038545862771570683,-0.003445245325565338,0.26366695761680603,0.06204221397638321,0.3272254467010498
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.3627684964200477,37.84,-122.26,-0.6563838124275208,0.08939656615257263,-0.10413632541894913,0.005729385651648045,-0.0018441304564476013,0.1340431421995163,0.06920723617076874,0.31235408782958984
2.6033,52.0,5.465454545454546,1.0836363636363637,690.0,2.5090909090909093,37.84,-122.27,-0.41086798906326294,0.15878519415855408,-0.1123490259051323,0.004572281148284674,0.00040437758434563875,-0.011817224323749542,0.05691014975309372,0.28811389207839966
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,-0.583271861076355,0.04054306820034981,-0.11632118374109268,0.006082911044359207,0.00927911140024662,0.0025862562470138073,0.04827684536576271,0.2767816185951233
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,-0.5982308387756348,0.04902639240026474,-0.10777527838945389,-0.0021655820310115814,-0.0016019269824028015,-0.007072204723954201,0.0486656092107296,0.27453893423080444
