MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,SHARP for MedInc,SHARP for HouseAge,SHARP for AveRooms,SHARP for AveBedrms,SHARP for Population,SHARP for AveOccup,SHARP for Latitude,SHARP for Longitude
2.1378,39.0,3.7617834394904457,1.1184713375796178,1379.0,1.756687898089172,33.77,-118.17,-0.7761369347572327,0.08971692621707916,-0.03139258176088333,0.021973026916384697,0.001174479373730719,0.4729456603527069,0.19557034969329834,-0.038035571575164795
2.2808,12.0,3.4936608557844693,1.1101426307448494,3068.0,2.4310618066561016,33.77,-118.17,-0.41858744621276855,-0.065172478556633,0.0807308480143547,0.015055214986205101,0.0039072223007678986,0.15875916182994843,0.1880279779434204,-0.04169049113988876
1.1295,29.0,3.639344262295082,1.2418032786885247,1391.0,2.8504098360655736,33.77,-118.18,-0.6626206636428833,0.01792542077600956,-0.013408513739705086,0.0037258206866681576,-0.0013633063063025475,-0.028287380933761597,0.18292689323425293,-0.01585044525563717
2.6371,30.0,3.4004796163069546,1.052757793764988,720.0,1.7266187050359711,33.77,-118.18,-0.5448431968688965,0.0713893249630928,-0.007619939278811216,0.00992514006793499,-0.0021418556571006775,0.48760300874710083,0.16945156455039978,-0.06526976078748703
2.675,37.0,3.404833836858006,0.9879154078549849,492.0,1.486404833836858,33.77,-118.17,-0.5250988006591797,0.1147536188364029,0.009622330777347088,-0.028583364561200142,-0.003871302353218198,0.48960331082344055,0.16817739605903625,-0.07063575088977814
4.0968,30.0,3.9354624085163006,1.164337990685296,2136.0,1.4211576846307385,33.74,-118.18,0.23124456405639648,0.14300164580345154,-0.048227157443761826,0.0535142607986927,0.006344088353216648,0.865434467792511,0.22345319390296936,-0.024037018418312073
3.1149,45.0,3.715025906735751,1.1105354058721935,1047.0,1.8082901554404145,33.77,-118.17,-0.2719099223613739,0.1248164027929306,-0.030486784875392914,0.016739465296268463,0.0012173347640782595,0.629785418510437,0.21499775350093842,-0.05853420868515968
3.0153,45.0,3.6077441077441077,1.1734006734006734,1004.0,1.6902356902356903,33.77,-118.17,-0.38078638911247253,0.11282176524400711,-0.024728629738092422,0.042705051600933075,0.001888201804831624,0.5826379060745239,0.18219231069087982,-0.07539811730384827
2.3523,37.0,3.8008595988538683,1.0802292263610316,1087.0,1.5573065902578798,33.77,-118.18,-0.6228365302085876,0.11917352676391602,0.03554348275065422,0.016026604920625687,-0.00023028606665320694,0.5036222338676453,0.17074322700500488,-0.06734351813793182
2.5726,41.0,3.8424015009380863,1.127579737335835,852.0,1.598499061913696,33.77,-118.18,-0.5411556959152222,0.10357961058616638,-0.007597914896905422,0.018138118088245392,-0.0002097939868690446,0.5347529649734497,0.1706811487674713,-0.06935524195432663
1.8388,49.0,3.6518282988871222,1.206677265500795,1105.0,1.7567567567567568,33.77,-118.18,-0.8539590239524841,0.10085571557283401,-0.02552189491689205,0.031710367649793625,-0.0026524183340370655,0.46289074420928955,0.18232499063014984,-0.05273497849702835
3.8125,49.0,4.473544973544974,1.041005291005291,1314.0,1.7380952380952381,33.77,-118.16,0.0971815288066864,0.17147032916545868,-0.06356551498174667,0.004553483333438635,0.0020490579772740602,0.759610116481781,0.21358022093772888,-0.04604514688253403
3.7838,36.0,4.708920187793427,1.0633802816901408,807.0,1.8943661971830985,33.74,-118.17,0.07503466308116913,0.12606090307235718,-0.04812001436948776,0.012951930053532124,-0.0006579991895705462,0.7650881409645081,0.23289011418819427,-0.03398226574063301
3.8984,30.0,4.390702274975272,1.0929772502472799,1749.0,1.7299703264094954,33.77,-118.16,0.17003832757472992,0.12877067923545837,-0.048287518322467804,0.028325986117124557,0.0029346500523388386,0.8210703730583191,0.2285088300704956,-0.015030079521238804
2.7212,39.0,3.9673202614379086,1.0359477124183007,1312.0,2.1437908496732025,33.77,-118.15,-0.4306092858314514,0.071446493268013,-0.03133019432425499,0.007140382193028927,0.0013649369357153773,0.34678423404693604,0.17639850080013275,-0.042297545820474625
2.7614,30.0,3.7735849056603774,1.0202156334231807,1292.0,1.7412398921832883,33.77,-118.16,-0.45980143547058105,0.07933294028043747,-0.011613097041845322,0.00353418430313468,0.0009825504384934902,0.5138666033744812,0.17102567851543427,-0.058972202241420746
2.9384,38.0,4.30186170212766,1.0226063829787233,1284.0,1.7074468085106382,33.77,-118.16,-0.3981180787086487,0.1081981435418129,-0.04548978805541992,0.0034158516209572554,0.0013978707138448954,0.5405240654945374,0.20122961699962616,-0.07084952294826508
2.875,29.0,4.182065217391305,1.0679347826086956,1460.0,1.983695652173913,33.77,-118.16,-0.40283578634262085,0.08504410833120346,-0.03090188279747963,0.012546324171125889,0.0013211460318416357,0.49333396553993225,0.17728495597839355,-0.06970912218093872
3.0503,25.0,4.041284403669724,1.1577981651376146,2178.0,1.998165137614679,33.77,-118.17,-0.3487268388271332,0.030672933906316757,-0.026505598798394203,0.048048947006464005,0.005540779326111078,0.49981486797332764,0.16910932958126068,-0.0813525915145874
2.127,15.0,3.958745874587459,1.1336633663366336,3087.0,2.547029702970297,33.78,-118.16,-0.5621304512023926,-0.049551427364349365,-0.057445794343948364,0.012981286272406578,0.0019101498182862997,0.054039765149354935,0.19076070189476013,0.007471632212400436
2.3317,39.0,3.975609756097561,1.0585365853658537,2470.0,2.4097560975609755,33.78,-118.16,-0.49928998947143555,0.038211140781641006,0.006929525174200535,0.01062124501913786,0.0023825764656066895,0.15865835547447205,0.19103609025478363,-0.009148997254669666
3.1739,52.0,3.985276073619632,1.0466257668711656,1819.0,2.2319018404907975,33.78,-118.16,-0.22799836099147797,0.15767955780029297,-0.042411189526319504,0.00988692231476307,0.0029786776285618544,0.3499101400375366,0.20460504293441772,-0.05607154592871666
1.6955,29.0,3.2230971128608923,1.1382327209098864,3891.0,3.404199475065617,33.78,-118.16,-0.5029473900794983,0.019906453788280487,0.104246124625206,0.016292383894324303,0.013723784126341343,-0.18624599277973175,0.16054482758045197,-0.018225260078907013
3.3003,13.0,3.70873786407767,1.0449029126213591,1600.0,1.941747572815534,33.78,-118.15,-0.18582956492900848,-0.22570836544036865,-0.04308762773871422,0.000139978074003011,0.003282098099589348,0.3984569311141968,0.18232297897338867,-0.06959687173366547
3.5812,12.0,4.4271457085828345,1.1307385229540918,2176.0,2.1716566866267466,33.78,-118.15,-0.03734821826219559,-0.16310212016105652,-0.053659096360206604,0.019433580338954926,0.00530677055940032,0.3309484124183655,0.19365735352039337,-0.02326529286801815
3.6193,35.0,4.2519201228878645,1.1551459293394777,1277.0,1.9615975422427034,33.78,-118.15,0.04857241362333298,0.1308392882347107,-0.04152044653892517,0.04687615483999252,0.00337671278975904,0.7524680495262146,0.22119145095348358,-0.03486671298742294
3.4107,42.0,3.929606625258799,1.010351966873706,940.0,1.9461697722567288,33.78,-118.14,-0.16434134542942047,0.11637668311595917,-0.043623339384794235,-0.00950194988399744,-0.000798082968685776,0.6229260563850403,0.20497670769691467,-0.06222417205572128
7.5,45.0,6.233128834355829,1.0552147239263803,361.0,2.214723926380368,33.78,-118.13,1.432574987411499,0.20187242329120636,0.025164468213915825,0.06349732726812363,-0.05308657884597778,0.3281799852848053,0.18338632583618164,0.01284495647996664
3.2917,49.0,4.308641975308642,1.0648148148148149,1301.0,2.007716049382716,33.77,-118.14,-0.16994011402130127,0.14396589994430542,-0.04826991632580757,0.009755539707839489,0.0022265114821493626,0.5715975761413574,0.18937215209007263,-0.07692354917526245
3.875,51.0,4.968197879858657,1.0971731448763251,1171.0,2.068904593639576,33.77,-118.14,0.0359564945101738,0.16491955518722534,-0.07105085253715515,0.011604636907577515,0.004228631965816021,0.5058943033218384,0.20402051508426666,-0.060631539672613144
4.1765,52.0,4.952808988764045,1.1191011235955055,899.0,2.020224719101124,33.77,-118.15,0.2876896262168884,0.20126041769981384,-0.06930192559957504,0.04170617088675499,0.001073171035386622,0.7592642307281494,0.19459451735019684,-0.05689234659075737
4.5,41.0,4.114558472553699,1.0692124105011933,1621.0,1.9343675417661097,33.77,-118.15,0.3232719600200653,0.13899466395378113,-0.06519117951393127,0.011889692395925522,0.004140030592679977,0.796370267868042,0.17002378404140472,-0.009619580581784248
3.5528,27.0,4.073627844712182,1.0535475234270415,1398.0,1.8714859437751004,33.77,-118.15,0.06892576813697815,0.0819304883480072,-0.03649909421801567,0.00753581989556551,0.00227226410061121,0.7418029308319092,0.21721124649047852,-0.033957164734601974
3.901,37.0,5.154213036565978,1.109697933227345,1080.0,1.7170111287758347,33.76,-118.14,0.16249202191829681,0.137285515666008,-0.07521368563175201,0.039619021117687225,0.0022928130347281694,0.8397396206855774,0.2368837594985962,-0.008842981420457363
3.625,29.0,4.213517665130568,1.087557603686636,1059.0,1.6267281105990783,33.72,-118.16,0.062432847917079926,0.13274091482162476,-0.03846930339932442,0.018365247175097466,0.0009381974814459682,0.7801129817962646,0.23622232675552368,-0.03155021741986275
3.5985,36.0,3.8931909212283045,1.048064085447263,1183.0,1.5794392523364487,33.76,-118.15,0.04995322600007057,0.1335919350385666,-0.037501223385334015,0.003698773682117462,0.0021874515805393457,0.7904975414276123,0.2277415692806244,-0.031380873173475266
3.5292,36.0,3.7252559726962455,1.0332764505119454,1912.0,1.6313993174061434,33.77,-118.15,-0.015085487626492977,0.12318019568920135,-0.03298405185341835,0.0004971378366462886,0.003608174854889512,0.7458516359329224,0.21832865476608276,-0.0358952097594738
4.5469,52.0,4.181132075471698,0.9924528301886792,940.0,1.7735849056603774,33.76,-118.13,0.42187967896461487,0.22239373624324799,-0.05576299503445625,-0.05609194561839104,-0.00033510534558445215,0.8209717869758606,0.19123399257659912,-0.053674884140491486
4.25,44.0,3.8004926108374386,1.1403940886699508,652.0,1.6059113300492611,33.76,-118.13,0.34767627716064453,0.1715911626815796,-0.06259072571992874,0.051216959953308105,-0.002281143795698881,0.9084325432777405,0.2225516140460968,0.0003356160596013069
