sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),ID1,ID2,SHARP for sepal length (cm) Class1,SHARP for sepal width (cm) Class1,SHARP for petal length (cm) Class1,SHARP for petal width (cm) Class1,SHARP for sepal length (cm) Class2,SHARP for sepal width (cm) Class2,SHARP for petal length (cm) Class2,SHARP for petal width (cm) Class2,SHARP for sepal length (cm) Class3,SHARP for sepal width (cm) Class3,SHARP for petal length (cm) Class3,SHARP for petal width (cm) Class3
5.0,3.6,1.4,0.2,4.0,4.0,0.0,0.0,3.3948941230773926,0.0,0.09854334592819214,0.024868406355381012,-1.8340840339660645,-0.10836300253868103,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.8,4.0,1.2,0.2,14.0,14.0,0.0,0.0,3.3948941230773926,0.0,0.09854334592819214,0.024868406355381012,-1.8340840339660645,-0.10836300253868103,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.4,3.9,1.3,0.4,16.0,16.0,0.0,0.0,3.3948941230773926,0.0,0.09854334592819214,0.024868406355381012,-1.8340840339660645,-0.10836300253868103,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.2,3.5,1.5,0.2,27.0,27.0,0.0,0.0,3.3948941230773926,0.0,0.09854334592819214,0.024868406355381012,-1.8340840339660645,-0.10836300253868103,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.2,3.4,1.4,0.2,28.0,28.0,0.0,0.0,3.3948941230773926,0.0,0.09854334592819214,0.024868406355381012,-1.8340840339660645,-0.10836300253868103,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.1,3.4,1.5,0.2,39.0,39.0,0.0,0.0,3.3948941230773926,0.0,0.09854334592819214,0.024868406355381012,-1.8340840339660645,-0.10836300253868103,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.1,3.8,1.9,0.4,44.0,44.0,0.0,0.0,3.3948941230773926,0.0,0.09854334592819214,0.024868406355381012,-1.8340840339660645,-0.10836300253868103,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
6.4,3.2,4.5,1.5,51.0,51.0,0.0,0.0,-2.6414523124694824,0.0,-0.06751842796802521,0.024868406355381012,2.618009090423584,0.5067841410636902,0.5441514253616333,0.0,-1.8289594650268555,-1.1819205284118652
5.2,2.7,3.9,1.4,59.0,59.0,0.0,0.0,-2.6414523124694824,0.0,0.09854334592819214,-0.029912009835243225,2.4517290592193604,0.18065854907035828,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
6.0,2.2,4.0,1.0,62.0,62.0,0.0,0.0,-2.6414523124694824,0.0,0.03369247913360596,-0.029912009835243225,2.4517290592193604,0.24550941586494446,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
6.1,2.9,4.7,1.4,63.0,63.0,0.0,0.0,-2.6414523124694824,0.0,-0.06751842796802521,-0.029912009835243225,2.618009090423584,0.3989603519439697,0.5441514253616333,0.0,-1.8289594650268555,-1.1819205284118652
6.3,2.5,4.9,1.5,72.0,72.0,0.0,0.0,-2.6414523124694824,0.0,-0.06751842796802521,-0.029912009835243225,0.484283447265625,0.5142562389373779,0.4762335419654846,0.0,-0.11839699745178223,-1.550675868988037
6.1,2.8,4.7,1.2,73.0,73.0,0.0,0.0,-2.6414523124694824,0.0,-0.06751842796802521,-0.029912009835243225,2.618009090423584,0.3989603519439697,0.5441514253616333,0.0,-1.8289594650268555,-1.1819205284118652
6.4,2.9,4.3,1.3,74.0,74.0,0.0,0.0,-2.6414523124694824,0.0,-0.06751842796802521,-0.029912009835243225,2.618009090423584,0.3989603519439697,0.5441514253616333,0.0,-1.8289594650268555,-1.1819205284118652
6.7,3.0,5.0,1.7,77.0,77.0,0.0,0.0,-2.6414523124694824,0.0,-0.22032245993614197,0.024868406355381012,-0.45430296659469604,0.8687412142753601,0.786067008972168,0.0,2.6229145526885986,-0.9044938087463379
