MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,SHARP for MedInc,SHARP for HouseAge,SHARP for AveRooms,SHARP for AveBedrms,SHARP for Population,SHARP for AveOccup,SHARP for Latitude,SHARP for Longitude
2.1378,39.0,3.7617834394904457,1.1184713375796178,1379.0,1.756687898089172,33.77,-118.17,-0.7155133485794067,0.12688159942626953,-0.057750701904296875,0.019009115174412727,0.02427603118121624,0.568139374256134,0.255189448595047,-0.01651148684322834
2.2808,12.0,3.4936608557844693,1.1101426307448494,3068.0,2.4310618066561016,33.77,-118.17,-0.4221736788749695,-0.0762581005692482,0.001275131944566965,0.011856460012495518,0.010228111408650875,0.1895623505115509,0.21806050837039948,0.01241904217749834
1.1295,29.0,3.639344262295082,1.2418032786885247,1391.0,2.8504098360655736,33.77,-118.18,-0.6120654940605164,0.026313014328479767,-0.0749349296092987,0.025403205305337906,-0.0057150330394506454,-0.019362296909093857,0.1711006909608841,0.03957890346646309
2.6371,30.0,3.4004796163069546,1.052757793764988,720.0,1.7266187050359711,33.77,-118.18,-0.5192074775695801,0.09979221969842911,-0.011773815378546715,0.0032115625217556953,0.001444957684725523,0.559305727481842,0.24260689318180084,-0.07116953283548355
2.675,37.0,3.404833836858006,0.9879154078549849,492.0,1.486404833836858,33.77,-118.17,-0.4870063066482544,0.14755138754844666,-0.0017571314238011837,-0.008532058447599411,-0.0027361635584384203,0.5833783745765686,0.23867902159690857,-0.08070062845945358
4.0968,30.0,3.9354624085163006,1.164337990685296,2136.0,1.4211576846307385,33.74,-118.18,0.20698045194149017,0.17841675877571106,-0.04289483278989792,0.06158677861094475,-0.023543883115053177,0.8998369574546814,0.2827739715576172,-0.0013133316533640027
3.1149,45.0,3.715025906735751,1.1105354058721935,1047.0,1.8082901554404145,33.77,-118.17,-0.2691459357738495,0.14870725572109222,-0.02845744602382183,0.02367302030324936,0.002029334893450141,0.6631867289543152,0.27045390009880066,-0.07415357232093811
3.0153,45.0,3.6077441077441077,1.1734006734006734,1004.0,1.6902356902356903,33.77,-118.17,-0.3205646574497223,0.14660042524337769,-0.02023453079164028,0.046622518450021744,0.0015238258056342602,0.680813193321228,0.2562888264656067,-0.07597572356462479
2.3523,37.0,3.8008595988538683,1.0802292263610316,1087.0,1.5573065902578798,33.77,-118.18,-0.6216320395469666,0.14319859445095062,-0.020228924229741096,0.015771452337503433,0.0009069729130715132,0.6114392876625061,0.25017791986465454,-0.05352873355150223
2.5726,41.0,3.8424015009380863,1.127579737335835,852.0,1.598499061913696,33.77,-118.18,-0.5393340587615967,0.16142070293426514,-0.027152111753821373,0.03320252522826195,0.0026989986654371023,0.6481377482414246,0.2604610323905945,-0.08560927212238312
